price,bedrooms,bathrooms,pets,furnished,address,latitude,longitude,date,roommate,utilities
1400,2,1,0,0,4202 Quadra St Victoria BC CA,48.480836,-123.377903,2018-02-01 2:21,0,1
1000,1,1,0,0,3084-3024 Carroll St Victoria BC CA,48.444996,-123.38271,2018-02-01 3:14,0,1
1900,3,1,0,0,,,,2018-02-01 3:30,0,1
1975,2,1,1,0,May at Cook Victoria BC CA,48.412241,-123.357365,2018-02-01 4:10,0,1
2100,2,2,0,0,Pembroke at Vancouver Victoria BC CA,48.43211,-123.355566,2018-02-01 4:43,0,1
1500,2,1,0,0,Kami Court at West Burnside Road Victoria BC CA,48.466075,-123.444543,2018-01-03 3:06,0,1
2350,3,2,0,0,Pembroke at Vancouver Victoria BC CA,48.432103,-123.355556,2018-02-01 5:09,0,1
1500,2,1,0,0,1555 Westall Ave Victoria BC CA,48.444035,-123.340116,2018-02-01 5:15,0,1
1250,3,1,0,0,1998 Kaltasin Rd. Sooke BC CA,48.383262,-123.690248,2018-02-01 6:22,0,1
1550,2,1,0,0,6306 Old East Rd Victoria BC CA,48.552949,-123.390946,2018-02-01 6:34,0,1
3500,4,2,1,0,39 Linden Ave Victoria BC CA,48.408337,-123.353623,2018-02-01 7:23,0,1
2300,3,1,0,0,4159 Interurban Rd Victoria BC CA,48.478384,-123.410969,2018-02-01 7:29,0,1
625,1,1,0,1,"3576 Richmond Rd, Victoria, BC V8P 4P9, Canada",48.457259,-123.329151,2018-02-18 17:51,0,0
4000,3,1,0,1,"1669 Warren Gardens, Victoria, BC V8S 1S9, Canada",48.417825,-123.333908,2018-02-02 10:43,0,1
